100	0.000364672	0	0
200	0.000364672	0.000364672	0
300	0.000364672	0.000364672	0
400	0.00109402	0.00109402	0
500	0.00109402	0.00182336	0
600	0.00145869	0.00109402	0
700	0.00145869	0.00145869	0
800	0.00145869	0	0
900	0.00182336	0.00182336	0
1000	0.00182336	0.00109402	0
