1000	0.0901408	0.117183
2000	0.106066	0.12136
3000	0.112234	0.0793356
4000	0.100277	0.117976
5000	0.148233	0.124372
6000	0.115661	0.148474
7000	0.124349	0.103644
8000	0.151478	0.136248
9000	0.118698	0.124555
10000	0.133394	0.130447
