100	0.0458822	0.0881173
200	0.136497	0.233798
300	0.277529	0.503601
400	0.474695	0.896633
500	0.724088	1.39943
600	1.0237	2.00778
700	1.383	2.7357
800	1.81078	3.62116
900	2.26388	4.54343
1000	2.79242	5.63242
