1000	6.03289	1.26133
2000	6.92433	1.40595
3000	5.97991	1.40739
4000	13.8465	1.42207
5000	13.2505	1.564
6000	21.7072	1.48231
7000	21.4202	1.94593
8000	21.8866	1.66702
9000	22.9424	1.762
10000	22.0241	2.0514
