100	0.114737	0.0814733
200	0.263436	0.146694
300	0.517845	0.277836
400	0.898696	0.473481
500	1.40646	0.721392
600	2.01555	1.01737
700	2.74927	1.37342
800	3.64044	1.80083
900	4.58944	2.26915
1000	5.58781	2.79407
