100	0.082896	0.0830329
200	0.165296	0.166129
300	0.277973	0.276852
400	0.472822	0.473231
500	0.720242	0.726587
600	1.02471	1.02286
700	1.39284	1.39014
800	1.79241	1.79487
900	2.26486	2.26522
1000	2.78792	2.79081
