100	0.0152634	0.0149362
200	0.061296	0.061716
300	0.135972	0.135011
400	0.236536	0.237357
500	0.366547	0.367158
600	0.520196	0.521077
700	0.703706	0.709998
800	0.916384	0.917502
900	1.1598	1.1555
1000	1.42301	1.42457
