100	0.00595531	0.0135602
200	0.0235538	0.0676237
300	0.050524	0.161379
400	0.0847354	0.266303
500	0.150082	0.457892
600	0.190381	0.565475
700	0.274728	0.792573
800	0.409528	1.13306
900	0.467885	1.26583
1000	0.619538	1.68507
