100	0.208428	0.0940818
200	0.370643	0.145926
300	0.508665	0.180754
400	0.885571	0.291821
500	1.3767	0.448428
600	2.00954	0.654306
700	2.75334	0.838813
800	3.61788	1.16087
900	4.59961	1.44389
1000	5.62652	1.74739
