100	0.0414588	0.0341063
200	0.154477	0.112482
300	0.171205	0.11613
400	0.263505	0.182522
500	0.389937	0.277188
600	0.553864	0.389849
700	0.758714	0.526334
800	0.957158	0.687209
900	1.22293	0.858018
1000	1.48269	1.0645
