100	0.00145689	0.00145689
200	0.00143733	0.00146178
300	0.00458578	0.00145689
400	0.00141289	0.00148622
500	0.00119778	0.00120267
600	0.00120267	0.00124667
700	0.00119289	0.00120267
800	0.00116844	0.00115867
900	0.00113422	0.00107556
1000	0.00109022	0.001056
